stt,tinh,quan_huyen,xa_phuong,duong_pho,kc_duong_chinh,min_dorong_ngo,dien_tich,mat_tien,so_mattien,thoi_diem_hieu_luc,district,ward,REF_TINH_CODE,REF_HUYEN_CODE,REF_XA_CODE,don_gia1
41361,Thành phố Hà Nội,Quận Tây Hồ,Phường Phú Thượng,Thượng Thụy,60,2.8,35.9,5.02,1,2021-11-09 00:00:00,tây hồ,tây hồ_phú thượng,148873,150889,195269,0.04976131
41375,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Liệt,Đường Bằng B - Thanh Liệt,200,3.5,48.89999999,4.26,2,2021-11-09 00:00:00,hoàng mai,hòang mai_hòang liệt,148873,150379,195352,0.058922116
41440,Thành phố Hà Nội,Huyện Đông Anh,Xã Tiên Dương,Đường Quốc lộ 3,500,3.5,53.7,4.8,1,2021-11-05 00:00:00,đông anh,đông anh_tiên dương,148873,151363,151440,0.031471136
41441,Thành phố Hà Nội,Huyện Đông Anh,Xã Tiên Dương,Đường Quốc lộ 3,550,2.5,40,5.91,1,2021-11-05 00:00:00,đông anh,đông anh_tiên dương,148873,151363,151440,0.0295
41442,Thành phố Hà Nội,Huyện Đông Anh,Xã Tiên Dương,Đường Quốc lộ 3,520,2.8,59.20000001,4.53,1,2021-11-05 00:00:00,đông anh,đông anh_tiên dương,148873,151363,151440,0.027961999
41471,Thành phố Hà Nội,Huyện Quốc Oai,Xã Thạch Thán,Đường Bắc-Nam thị trấn Quốc Oai,0,30,75,7,1,2021-11-05 00:00:00,quốc oai,quốc oai_thạch thán,148873,152080,152145,0.075333333
41472,Thành phố Hà Nội,Huyện Quốc Oai,Xã Thạch Thán,Đường Bắc-Nam thị trấn Quốc Oai,0,30,66,8,1,2021-11-05 00:00:00,quốc oai,quốc oai_thạch thán,148873,152080,152145,0.078030303
41473,Thành phố Hà Nội,Huyện Quốc Oai,Xã Thạch Thán,Đường Bắc-Nam thị trấn Quốc Oai,0,30,107,8.6,1,2021-11-05 00:00:00,quốc oai,quốc oai_thạch thán,148873,152080,152145,0.073831776
41474,Thành phố Hà Nội,Huyện Quốc Oai,Xã Thạch Thán,Đường Bắc-Nam thị trấn Quốc Oai,0,30,78,7,1,2021-11-05 00:00:00,quốc oai,quốc oai_thạch thán,148873,152080,152145,0.075183612
41495,Thành phố Hà Nội,Quận Long Biên,Phường Phúc Lợi,Trần Danh Tuyên,400,10,200,10,1,2021-11-05 00:00:00,long biên,long biên_phúc lợi,148873,150530,195284,0.178438
41511,Thành phố Hà Nội,Huyện Đông Anh,Xã Bắc Hồng,Đường Nam Hồng,1800,4.5,50,4,1,2021-11-05 00:00:00,đông anh,đông anh_bắc hồng,148873,151363,151458,0.028
41512,Thành phố Hà Nội,Huyện Đông Anh,Xã Bắc Hồng,Đường Nam Hồng,1850,5,100,5,1,2021-11-05 00:00:00,đông anh,đông anh_bắc hồng,148873,151363,151458,0.028
41513,Thành phố Hà Nội,Huyện Đông Anh,Xã Bắc Hồng,Đường Nam Hồng,1750,4.5,50,4,1,2021-11-05 00:00:00,đông anh,đông anh_bắc hồng,148873,151363,151458,0.028
41514,Thành phố Hà Nội,Huyện Đông Anh,Xã Bắc Hồng,Đường Nam Hồng,1770,4.5,61,3.8,1,2021-11-05 00:00:00,đông anh,đông anh_bắc hồng,148873,151363,151458,0.027906667
41590,Thành phố Hà Nội,Quận Hà Đông,Phường Hà Cầu,Tô Hiệu,100,7,166.52,10,1,2021-11-08 00:00:00,hà đông,hà đông_hà cầu,148873,149779,195408,0.085657099
41648,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường trục làng nghề Tam Hiệp: Từ giáp Quốc lộ 32 đến giáp đình Thượng Hiệp,280,2.5,167.5,9.56,1,2021-11-08 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.01568
41651,Thành phố Hà Nội,Quận Đống Đa,Phường Phương Mai,Trường Chinh,100,4,45,3.7,1,2021-11-09 00:00:00,đống đa,đống đa_phương mai,148873,149387,195317,0.146666667
41652,Thành phố Hà Nội,Quận Đống Đa,Phường Phương Mai,Trường Chinh,200,7,52,4,1,2021-11-09 00:00:00,đống đa,đống đa_phương mai,148873,149387,195317,0.152403846
41653,Thành phố Hà Nội,Quận Đống Đa,Phường Phương Mai,Trường Chinh,100,6,71.8,3.58,2,2021-11-09 00:00:00,đống đa,đống đa_phương mai,148873,149387,195317,0.154689304
41679,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tích Giang,Đường quốc lộ 32,0,12,120,6,1,2021-11-08 00:00:00,phúc thọ,phúc thọ_tích giang,148873,151998,152066,0.0224
41680,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tích Giang,Đường quốc lộ 32,0,12,100,4,1,2021-11-08 00:00:00,phúc thọ,phúc thọ_tích giang,148873,151998,152066,0.0225
41681,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tích Giang,Đường quốc lộ 32,0,12,120,6,1,2021-11-08 00:00:00,phúc thọ,phúc thọ_tích giang,148873,151998,152066,0.0224
41682,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tích Giang,Đường quốc lộ 32,0,12,75,6,1,2021-11-08 00:00:00,phúc thọ,phúc thọ_tích giang,148873,151998,152066,0.020489333
41694,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Thúy Lĩnh,100,3.5,102,3.9,1,2021-11-08 00:00:00,hoàng mai,hòang mai_lĩnh nam,148873,150379,195349,0.034411765
41695,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Thúy Lĩnh,60,3,150,12,1,2021-11-08 00:00:00,hoàng mai,hòang mai_lĩnh nam,148873,150379,195349,0.030533333
41696,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Thúy Lĩnh,200,4,65,5.6,1,2021-11-08 00:00:00,hoàng mai,hòang mai_lĩnh nam,148873,150379,195349,0.038461538
41697,Thành phố Hà Nội,Huyện Thanh Trì,Xã Thanh Liệt,Đường Kim Giang (từ giáp quận Hoàng Mai đến giáp đường Cầu Bươu),0,13.5,46,3.5,1,2021-11-08 00:00:00,thanh trì,thanh trì_thanh liệt,148873,152474,195380,0.126973913
41698,Thành phố Hà Nội,Huyện Thanh Trì,Xã Thanh Liệt,Đường Kim Giang (từ giáp quận Hoàng Mai đến giáp đường Cầu Bươu),0,14,90,4.15,1,2021-11-08 00:00:00,thanh trì,thanh trì_thanh liệt,148873,152474,195380,0.131052569
41708,Thành phố Hà Nội,Huyện Thanh Oai,Xã Thanh Thùy,Đường ĐT 427B,1200,1.75,137,6.52,1,2021-11-08 00:00:00,thanh oai,thanh oai_thanh thùy,148873,152384,152454,0.008068555
41709,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Hiệp Thuận,Đường tỉnh lộ 421,200,4,270,9.6,1,2021-11-08 00:00:00,phúc thọ,phúc thọ_hiệp thuận,148873,151998,152040,0.014
41710,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Hiệp Thuận,Đường tỉnh lộ 421,920,3.3,201,3.2,1,2021-11-08 00:00:00,phúc thọ,phúc thọ_hiệp thuận,148873,151998,152040,0.009980718
41714,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường liên thôn,10,2.5,156,11.15,1,2021-11-15 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.0101
41726,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Hiệp Thuận,Đường tỉnh lộ 421,750,1.6,100,5,1,2021-11-15 00:00:00,phúc thọ,phúc thọ_hiệp thuận,148873,151998,152040,0.008
41727,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Hiệp Thuận,Đường tỉnh lộ 421,750,1.6,100,5,1,2021-11-15 00:00:00,phúc thọ,phúc thọ_hiệp thuận,148873,151998,152040,0.008
41751,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Phú Diễn,Đường Phú Diễn,120,8,60,4.5,2,2021-11-13 00:00:00,bắc từ liêm,bắc từ liêm_phú diễn,148873,149087,195397,0.133
41752,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Phú Diễn,Đường Phú Diễn,100,8,80,4.73,1,2021-11-13 00:00:00,bắc từ liêm,bắc từ liêm_phú diễn,148873,149087,195397,0.109645216
41824,Thành phố Hà Nội,Huyện Ba Vì,Xã Chu Minh,QUỐC LỘ 32,0,10,100,4,1,2021-11-15 00:00:00,ba vì,ba vì_chu minh,148873,151065,151129,0.047
41825,Thành phố Hà Nội,Huyện Ba Vì,Xã Chu Minh,QUỐC LỘ 32,0,10,100,4,1,2021-11-15 00:00:00,ba vì,ba vì_chu minh,148873,151065,151129,0.047
41826,Thành phố Hà Nội,Huyện Ba Vì,Xã Chu Minh,QUỐC LỘ 32,0,10,100,4,1,2021-11-15 00:00:00,ba vì,ba vì_chu minh,148873,151065,151129,0.047
41827,Thành phố Hà Nội,Huyện Ba Vì,Xã Chu Minh,QUỐC LỘ 32,0,10,37.2,3.9,1,2021-11-15 00:00:00,ba vì,ba vì_chu minh,148873,151065,151129,0.04606
41858,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,Đường Cần Kiệm,0,9,90,7,1,2021-11-15 00:00:00,thạch thất,thạch thất_cần kiệm,148873,152286,152363,0.032888889
41859,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,Đường Cần Kiệm,0,9,116,5.5,1,2021-11-15 00:00:00,thạch thất,thạch thất_cần kiệm,148873,152286,152363,0.0336
41860,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,Đường Cần Kiệm,0,9,168,7,1,2021-11-15 00:00:00,thạch thất,thạch thất_cần kiệm,148873,152286,152363,0.033333333
41974,Thành phố Hà Nội,Huyện Ba Vì,Xã Chu Minh,QUỐC LỘ 32,0,10,100,4,1,2021-11-14 00:00:00,ba vì,ba vì_chu minh,148873,151065,151129,0.045
41975,Thành phố Hà Nội,Huyện Ba Vì,Xã Chu Minh,QUỐC LỘ 32,0,10,100,4,1,2021-11-14 00:00:00,ba vì,ba vì_chu minh,148873,151065,151129,0.045
41976,Thành phố Hà Nội,Huyện Ba Vì,Xã Chu Minh,QUỐC LỘ 32,0,10,100,4,1,2021-11-14 00:00:00,ba vì,ba vì_chu minh,148873,151065,151129,0.045
42029,Thành phố Hà Nội,Huyện Thường Tín,Xã Nhị Khê,Đường liên xã Nhị Khê,100,5,60,4.5,2,2021-11-15 00:00:00,thường tín,thường tín_nhị khê,148873,152587,152645,0.031666667
42030,Thành phố Hà Nội,Huyện Thường Tín,Xã Nhị Khê,Đường liên xã Nhị Khê,50,3,90,5,1,2021-11-15 00:00:00,thường tín,thường tín_nhị khê,148873,152587,152645,0.027333333
42031,Thành phố Hà Nội,Huyện Thường Tín,Xã Nhị Khê,Đường liên xã Nhị Khê,100,3,89,6.7,1,2021-11-15 00:00:00,thường tín,thường tín_nhị khê,148873,152587,152645,0.028235955
42032,Thành phố Hà Nội,Huyện Thường Tín,Xã Nhị Khê,Đường liên xã Nhị Khê,50,3,90,5,1,2021-11-15 00:00:00,thường tín,thường tín_nhị khê,148873,152587,152645,0.027024719
42058,Thành phố Hà Nội,Huyện Thường Tín,Xã Văn Phú,DT427B,150,7,97.5,5,1,2021-11-14 00:00:00,thường tín,thường tín_văn phú,148873,152587,152653,0.031794872
42059,Thành phố Hà Nội,Huyện Thường Tín,Xã Văn Phú,DT427B,100,7,97.5,5,1,2021-11-14 00:00:00,thường tín,thường tín_văn phú,148873,152587,152653,0.031794872
42060,Thành phố Hà Nội,Huyện Thường Tín,Xã Văn Phú,DT427B,150,7,97.50000002,5,1,2021-11-14 00:00:00,thường tín,thường tín_văn phú,148873,152587,152653,0.031821581
42061,Thành phố Hà Nội,Huyện Thanh Trì,Xã Duyên Hà,Đường gom chân đê Sông Hồng (đoạn từ hết địa phận xã Tứ Hiệp đến hết địa phận Huyện Thanh Trì),1000,2,320,12,1,2021-11-12 00:00:00,thanh trì,thanh trì_duyên hà,148873,152474,152559,0.0125
42065,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường trục làng nghề Tam Hiệp: Từ giáp Quốc lộ 32 đến giáp đình Thượng Hiệp,50,4,100,5,1,2021-11-12 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.04
42066,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường trục làng nghề Tam Hiệp: Từ giáp Quốc lộ 32 đến giáp đình Thượng Hiệp,50,4,130,10.7,1,2021-11-12 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.038296667
42098,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường liên thôn,30,5,50.19999998,5.05,1,2021-11-14 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.025666667
42146,Thành phố Hà Nội,Huyện Ba Vì,Xã Vạn Thắng,Đường tỉnh lộ 411B (94 cũ):,0,6,45,5.6,2,2021-11-12 00:00:00,ba vì,ba vì_vạn thắng,148873,151065,151173,0.043422631
42147,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,Đường liên thôn,0,4,168,7,1,2021-11-12 00:00:00,thạch thất,thạch thất_cần kiệm,148873,152286,152363,0.0128
42148,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,Đường liên thôn,0,4,120,5,1,2021-11-12 00:00:00,thạch thất,thạch thất_cần kiệm,148873,152286,152363,0.0128
42149,Thành phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,Đường liên thôn,0,4,120,5,1,2021-11-12 00:00:00,thạch thất,thạch thất_cần kiệm,148873,152286,152363,0.0128
42152,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,Đường liên thôn,0,5.8,100,5,1,2021-11-12 00:00:00,thạch thất,thạch thất_bình phú,148873,152286,152351,0.026
42153,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,Đường liên thôn,0,5.8,100,5,1,2021-11-12 00:00:00,thạch thất,thạch thất_bình phú,148873,152286,152351,0.026
42154,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,Đường liên thôn,0,5.8,100,5,1,2021-11-12 00:00:00,thạch thất,thạch thất_bình phú,148873,152286,152351,0.026
42168,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phú Kim,Đường liên xã,20,3.7,103.3,8.9,1,2021-11-14 00:00:00,thạch thất,thạch thất_phú kim,148873,152286,152341,0.009025852
42178,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Phố Ngọc Thụy,100,3,100,5,1,2021-11-15 00:00:00,long biên,long biên_ngọc thụy,148873,150530,195278,0.036561
42179,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Phố Ngọc Thụy,250,2,198,5.85,1,2021-11-15 00:00:00,long biên,long biên_ngọc thụy,148873,150530,195278,0.026533098
42191,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường liên thôn,0,5,94,6.43,3,2021-11-15 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.04248
42228,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Đường 420,150,4,100,5,1,2021-11-15 00:00:00,thạch thất,thạch thất_liên quan,148873,152286,152343,0.008
42228,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Đường 420,150,4,100,5,1,2021-11-15 00:00:00,thạch thất,thạch thất_liên quan,148873,152286,152287,0.008
42229,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Đường 420,150,4,90,5,1,2021-11-15 00:00:00,thạch thất,thạch thất_liên quan,148873,152286,152343,0.008333333
42229,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Đường 420,150,4,90,5,1,2021-11-15 00:00:00,thạch thất,thạch thất_liên quan,148873,152286,152287,0.008333333
42230,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Đường 420,150,4,100,5,1,2021-11-15 00:00:00,thạch thất,thạch thất_liên quan,148873,152286,152343,0.008
42230,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Đường 420,150,4,100,5,1,2021-11-15 00:00:00,thạch thất,thạch thất_liên quan,148873,152286,152287,0.008
42231,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Đường 420,250,4,83.10000002,2,1,2021-11-15 00:00:00,thạch thất,thạch thất_liên quan,148873,152286,152343,0.006108889
42231,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Đường 420,250,4,83.10000002,2,1,2021-11-15 00:00:00,thạch thất,thạch thất_liên quan,148873,152286,152287,0.006108889
42278,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phú Minh,Quốc lộ 2A,0,16,76,5.1,2,2021-11-15 00:00:00,sóc sơn,sóc sơn_phú minh,148873,152186,152238,0.047884615
42301,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Lam Điền,Đường Liên Xã,200,5,156,8,1,2021-11-15 00:00:00,chương mỹ,chương mỹ_lam điền,148873,151179,151259,0.006014744
42302,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Lam Điền,Đường Liên Xã,300,4.5,80,4,1,2021-11-15 00:00:00,chương mỹ,chương mỹ_lam điền,148873,151179,151259,0.006125
42303,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Lam Điền,Đường Liên Xã,100,4.5,80,4,1,2021-11-15 00:00:00,chương mỹ,chương mỹ_lam điền,148873,151179,151259,0.006001925
42317,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Hiệp Thuận,Đường tỉnh lộ 421,750,1.6,100,5,1,2021-11-15 00:00:00,phúc thọ,phúc thọ_hiệp thuận,148873,151998,152040,0.008
42324,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,Đường liên xã,0,8,195,6.5,2,2021-11-15 00:00:00,thạch thất,thạch thất_bình phú,148873,152286,152351,0.040964744
42325,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,Đường liên xã,0,8,195,6.5,2,2021-11-15 00:00:00,thạch thất,thạch thất_bình phú,148873,152286,152351,0.041025641
42326,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,Đường liên xã,0,8,195,6.5,2,2021-11-15 00:00:00,thạch thất,thạch thất_bình phú,148873,152286,152351,0.041025641
42340,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường Đồng Nương,150,4.5,100.8,5.3,1,2021-11-16 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.018859167
42341,Thành phố Hà Nội,Huyện Hoài Đức,Xã An Khánh,Lê Trọng Tấn,350,10,400,20,3,2021-11-17 00:00:00,hoài đức,hòai đức_an khánh,148873,151598,195428,0.0566625
42342,Thành phố Hà Nội,Huyện Hoài Đức,Xã An Khánh,Lê Trọng Tấn,300,10.5,257.1,14.28,1,2021-11-17 00:00:00,hoài đức,hòai đức_an khánh,148873,151598,195428,0.050006221
42351,Thành phố Hà Nội,Quận Ba Đình,Phường Ngọc Khánh,Ngọc Khánh,50,2.5,42,3.4,1,2021-11-17 00:00:00,ba đình,ba đình_ngọc khánh,148873,148874,195248,0.09547619
42352,Thành phố Hà Nội,Quận Ba Đình,Phường Ngọc Khánh,Nguyễn Chí Thanh,100,2.3,34,3,1,2021-11-17 00:00:00,ba đình,ba đình_ngọc khánh,148873,148874,195248,0.096764706
42353,Thành phố Hà Nội,Quận Ba Đình,Phường Ngọc Khánh,Nguyễn Chí Thanh,70,2.7,70,4,1,2021-11-17 00:00:00,ba đình,ba đình_ngọc khánh,148873,148874,195248,0.093214286
42370,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Việt Hưng,0,15,120,6,1,2021-11-17 00:00:00,long biên,long biên_việt hưng,148873,150530,195281,0.1424
42371,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Vũ Đức Thận,0,15,116.5,4.2,2,2021-11-17 00:00:00,long biên,long biên_việt hưng,148873,150530,195281,0.145922747
42372,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Vũ Đức Thận,0,15,83,4.2,1,2021-11-17 00:00:00,long biên,long biên_việt hưng,148873,150530,195281,0.156626506
42373,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Vũ Đức Thận,0,15,321.5,35.24,2,2021-11-17 00:00:00,long biên,long biên_việt hưng,148873,150530,195281,0.152054135
42427,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên xã,240,1.7,94.19999996,10.79,2,2021-11-17 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.010518622
42440,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,Đường liên thôn,0,5.8,100,5,1,2021-11-17 00:00:00,thạch thất,thạch thất_bình phú,148873,152286,152351,0.026
42441,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,Đường liên thôn,0,5.8,100,5,1,2021-11-17 00:00:00,thạch thất,thạch thất_bình phú,148873,152286,152351,0.026
42442,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,Đường liên thôn,0,5.8,100,5,1,2021-11-17 00:00:00,thạch thất,thạch thất_bình phú,148873,152286,152351,0.026
42443,Thành phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,Đường liên thôn,0,5.8,83,4.5,1,2021-11-17 00:00:00,thạch thất,thạch thất_bình phú,148873,152286,152351,0.026
42471,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Quảng Bị,Tỉnh lộ 419,850,3.5,211,13.7,1,2021-11-18 00:00:00,chương mỹ,chương mỹ_quảng bị,148873,151179,151271,0.005503643
42497,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường Đồng Vàng,70,4.6,116.2,7.5,1,2021-11-17 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.0206
42530,Thành phố Hà Nội,Huyện Hoài Đức,Xã Minh Khai,Đường 32,1100,10,70,5,1,2021-11-18 00:00:00,hoài đức,hòai đức_minh khai,148873,151598,151659,0.043571429
42531,Thành phố Hà Nội,Huyện Hoài Đức,Xã Minh Khai,Đường 32,1300,10,94,6,1,2021-11-18 00:00:00,hoài đức,hòai đức_minh khai,148873,151598,151659,0.044148936
42532,Thành phố Hà Nội,Huyện Hoài Đức,Xã Minh Khai,Đường 32,1250,10,84,6,1,2021-11-18 00:00:00,hoài đức,hòai đức_minh khai,148873,151598,151659,0.043452381
